,plot,director,actors,rated,genre,imdb_rating,title
1552,Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.,Simon West,"Colm Meaney, Mykelti Williamson, Nick Chinlund, Renoly Santiago",R,"Action, Crime, Thriller",6.8,Con Air
1554,A woman with a body writing fetish seeks to find a combined lover and calligrapher.,Peter Greenaway,"Vivian Wu, Yoshi Oida, Ken Ogata, Hideko Yoshida",NOT RATED,Drama,6.7,The Pillow Book
1555,"Alice, fired from her job on an assembly line, leaves her boyfriend and provincial home for an uncertain new life in Lyon. There she encounters Bruno, a construction worker who's just been ...",Laetitia Masson,"Sandrine Kiberlain, Arnaud Giovaninetti, Roschdy Zem, Jean-Michel Fête",N/A,"Drama, Romance",6.8,En avoir (ou pas)
1556,A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.,Jan de Bont,"Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison",PG-13,"Action, Adventure, Crime",3.8,Speed 2: Cruise Control
1562,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,Joel Schumacher,"Arnold Schwarzenegger, George Clooney, Chris O'Donnell, Uma Thurman",PG-13,"Action, Sci-Fi",3.7,Batman & Robin
1563,"Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him.",Finn Taylor,"David Arquette, Brad Hunt, Cathy Moriarty, Kathryn Erbe",R,"Comedy, Drama",7.0,Dream with the Fishes
1564,"Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man ...",Paul Weiland,"Jean Reno, Mercedes Ruehl, Polly Walker, Mark Frankel",PG-13,"Comedy, Romance, Drama",7.2,Roseanna's Grave
1566,The son of the Greek Gods Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,"Ron Clements, John Musker","Tate Donovan, Josh Keaton, Roger Bart, Danny DeVito",G,"Animation, Adventure, Comedy",7.3,Hercules
1569,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",P.J. Hogan,"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett",PG-13,"Comedy, Drama, Romance",6.3,My Best Friend's Wedding
1570,"Sequel to ""Tetsuo"" this time has the Iron Man transforming into cyberkinetic gun when a gang of vicious skinheads kidnap his son. When the skinheads capture him, they begin to experiment on...",Shin'ya Tsukamoto,"Tomorô Taguchi, Shin'ya Tsukamoto, Nobu Kanaoka, Sujin Kim",R,"Horror, Sci-Fi",6.4,Tetsuo II: Body Hammer
1571,"Chloe, a young woman, is going on holidays. She entrusts her beloved cat to Madame Renée's care. But one day Madame Renée (an old lady of the neighborhood) can not find the cat. Chloe ...",Cédric Klapisch,"Garance Clavel, Zinedine Soualem, Renée Le Calm, Olivier Py",R,"Comedy, Romance",6.9,When the Cat's Away
1572,Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.,Jean-Luc Godard,"Brigitte Bardot, Michel Piccoli, Jack Palance, Giorgia Moll",NOT RATED,Drama,7.7,Contempt
1573,"In order to foil an extortion plot, an FBI agent undergoes a facial transplant surgery and assumes the identity and physical appearance of a terrorist, but the plan turns from bad to worse when the same terrorist impersonates the FBI agent.",John Woo,"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola",R,"Action, Crime, Sci-Fi",7.3,Face/Off
1580,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio",PG-13,"Adventure, Comedy, Family",7.3,Men in Black
1581,"A failed gambler, intent on meeting a rich widow, tricks his widowed brother-in-law into boarding a cruise ship as dance hosts.",Martha Coolidge,"Jack Lemmon, Walter Matthau, Dyan Cannon, Gloria DeHaven",PG-13,"Comedy, Romance",6.1,Out to Sea
1582,Three brothers who are obsessed with animals are given permission from their parents to travel around America with a camera documenting wildlife.,William Dear,"Jonathan Taylor Thomas, Devon Sawa, Scott Bairstow, Frances Fisher",PG,"Action, Adventure, Comedy",6.3,Wild America
1583,"Murray is a male fairy godmother, and he's trying to help 8-year-old Anabel to fulfill her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a ...",Michael Ritchie,"Robert Pastorelli, Ruby Dee, Francis Capra, Jonathan Hadary",PG,"Comedy, Family, Fantasy",5.4,A Simple Wish
1584,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",Robert Zemeckis,"Jena Malone, David Morse, Jodie Foster, Geoffrey Blake",PG,"Drama, Mystery, Sci-Fi",7.4,Contact
1586,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,Ridley Scott,"Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe",R,"Action, Drama, War",5.9,G.I. Jane
1587,A barbarian warrior sets off to avenge his parents and his tribe whom were slain by an evil sorcerer and his henchmen when he was a boy.,John Milius,"Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman",R,"Adventure, Fantasy",6.9,Conan the Barbarian
1588,A man raised in the jungle by apes falls in love with a wealthy American heiress.,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Haden Church, Richard Roundtree",PG,"Action, Adventure, Comedy",5.4,George of the Jungle
1589,"The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.",James Mangold,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro",R,"Crime, Drama, Thriller",6.9,Cop Land
1590,A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.,Paul W.S. Anderson,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson",R,"Horror, Sci-Fi, Thriller",6.7,Event Horizon
1591,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",Mark A.Z. Dippé,"Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle",R,"Action, Horror",5.2,Spawn
1592,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his ...",Charles Martin Smith,"Michael Jeter, Kevin Zegers, Wendy Makkena, Bill Cobbs",PG,"Comedy, Drama, Family",5.1,Air Bud
1593,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",Glenn Gordon Caron,"Jennifer Aniston, Jay Mohr, Kevin Bacon, Olympia Dukakis",PG-13,"Comedy, Drama, Romance",5.5,Picture Perfect
1594,"Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.",Neil LaBute,"Aaron Eckhart, Stacy Edwards, Matt Malloy, Michael Martin",R,"Comedy, Drama",7.3,In the Company of Men
1595,A teenage Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate.,Sam Pillsbury,"Jason James Richter, August Schellenberg, Annie Corley, Vincent Berry",PG,"Adventure, Drama, Family",4.6,Free Willy 3: The Rescue
1596,"2 young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.",Mike Leigh,"Katrin Cartlidge, Lynda Steadman, Kate Byers, Mark Benton",R,Drama,7.2,Career Girls
1597,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",Richard Donner,"Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart",R,"Action, Mystery, Thriller",6.7,Conspiracy Theory
1598,"Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior.",Barbet Schroeder,"Michael Keaton, Andy Garcia, Brian Cox, Marcia Gay Harden",R,"Action, Crime, Drama",6.1,Desperate Measures
1599,"John Henry Irons designs weapons for the military. When his project to create weapons that harmlessly neutralize soldiers is sabotaged, he leaves in disgust. When he sees gangs are using ...",Kenneth Johnson,"Shaquille O'Neal, Annabeth Gish, Judd Nelson, Richard Roundtree",PG-13,"Action, Crime, Sci-Fi",2.8,Steel
1600,"Maureen is pregnant and her husband Eddie is missing. Nervous, Maureen shares a couple of drinks with neighbor Kiefer, who tries to rape her and then beats her. When Eddie returns and finds...",Nick Cassavetes,"Sean Penn, James Gandolfini, Robin Wright, John Travolta",R,"Drama, Romance",5.9,She's So Lovely
1601,Black gangsters in 1930 Harlem fights Dutch Schultz who is trying to horn in on their numbers racket.,Bill Duke,"Laurence Fishburne, Tim Roth, Vanessa Williams, Andy Garcia",R,"Crime, Drama",6.3,Hoodlum
1602,"The Cleavers are an all-American family living in Ohio - wise father Ward, loving mother June, teen-age son Wally and 8-year-old ""Beaver"" Theodore. Beaver hopes to get a bike as a gift from...",Andy Cadiff,"Christopher McDonald, Janine Turner, Cameron Finley, Erik von Detten",PG,"Comedy, Family",5.1,Leave It to Beaver
1603,"Three years ago, entomologist Dr. Susan Tyler genetically created an insect to kill cockroaches carrying a virulent disease. Now, the insects are out to destroy their only predator, mankind.",Guillermo del Toro,"Mira Sorvino, Jeremy Northam, Alexander Goodwin, Giancarlo Giannini",R,"Horror, Sci-Fi",5.9,Mimic
1604,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",Brett Ratner,"Chris Tucker, Charlie Sheen, Heather Locklear, Elise Neal",R,"Action, Comedy, Crime",6.2,Money Talks
1605,"A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.",Marco Brambilla,"Alicia Silverstone, Benicio Del Toro, Christopher Walken, Jack Thompson",PG-13,"Action, Comedy, Crime",5.3,Excess Baggage
1606,A barbarian warrior becomes a king when he defeats a king in armed combat and the king's heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.,John Nicolella,"Kevin Sorbo, Tia Carrere, Thomas Ian Griffith, Litefoot",PG-13,"Fantasy, Action, Adventure",4.8,Kull the Conqueror
1608,"Hijackers seize the plane carrying the President of the United States and his family, but he - an ex-soldier - works from hiding to defeat them.",Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson",R,"Action, Drama, Thriller",6.5,Air Force One
1609,"High school teacher Trevor Garfield is stabbed by bad-boy student. Fifteen months later, he moves to Los-Angeles to the unruly, predominantly Latino school. He has to tame wolf-like ...",Kevin Reynolds,"Samuel L. Jackson, John Heard, Kelly Rowan, Clifton Collins Jr.",R,"Drama, Thriller",6.7,One Eight Seven
1610,"In November 1984, the Soviet Union's best submarine captain in their newest sub violates orders and heads for the USA. Is he trying to defect or to start a war?",John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill",PG,"Action, Adventure, Thriller",7.6,The Hunt for Red October
1611,Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.,Gus Van Sant,"River Phoenix, Keanu Reeves, James Russo, William Richert",R,Drama,7.1,My Own Private Idaho
1612,"Warren has an extra room in his apartment (and is five months behind on the rent) after his lover moves out, so a friend places an ad on his behalf for a GWM roommate. Frankie, a pizza ...",Tony Vitale,"Nick Scotti, Anthony Barrile, Anthony DeSando, Craig Chester",R,Comedy,6.1,"Kiss Me, Guido"
1613,"Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can...",Miguel Arteta,"Douglas Spain, Efrain Figueroa, Kandeyce Jorden, Martha Velez",R,"Comedy, Drama",5.9,Star Maps
1614,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,Frank Oz,"Kevin Kline, Joan Cusack, Tom Selleck, Matt Dillon",PG-13,"Comedy, Romance",6.3,In & Out
1615,An intellectual billionaire and two lesser men struggle to band together and survive after getting stranded in the Alaskan wilderness with a blood-thirsty Kodiak Bear hunting them down.,Lee Tamahori,"Anthony Hopkins, Alec Baldwin, Elle Macpherson, Harold Perrineau",R,"Action, Adventure, Drama",6.9,The Edge
1616,A US Army colonel and a civilian woman supervising him must track down stolen Russian nuclear weapons before they're used by terrorists.,Mimi Leder,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev",R,"Action, Thriller",5.9,The Peacemaker
1617,"As corruption grows in 1950s LA, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Curtis Hanson,"Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell",R,"Crime, Drama, Mystery",8.3,L.A. Confidential
1619,"True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.",Jean-Jacques Annaud,"Brad Pitt, David Thewlis, BD Wong, Mako",PG-13,"Adventure, Biography, Drama",7.0,Seven Years in Tibet
1620,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,Gary Fleder,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur",R,"Crime, Drama, Mystery",6.6,Kiss the Girls
